timestamp,buoy_id,latitude,longitude,wind_speed,sea_level_pressure,significant_wave_height
2023-06-01 03:00:00,B06,21.0932,122.5268,5.36,1005.9,0.64
2023-06-01 03:00:00,B07,20.1327,120.9942,3.59,1052.0,0.27
2023-06-01 03:00:00,B08,23.2494,122.7247,4.8,1025.3,0.47
2023-06-01 03:00:00,B09,21.1022,122.9463,5.65,982.9,0.72
2023-06-01 03:00:00,B10,24.0472,120.0325,4.16,1024.8,0.37
2023-06-01 04:00:00,B01,23.1971,120.1251,5.06,973.1,0.54
2023-06-01 04:00:00,B02,21.3751,121.1161,4.78,1030.4,0.49
2023-06-01 04:00:00,B03,23.6824,123.3835,6.21,1035.1,0.81
2023-06-01 04:00:00,B04,24.4609,120.4347,5.23,1042.8,0.61
2023-06-01 04:00:00,B05,22.1096,120.149,5.3,985.0,0.61
2023-06-01 04:00:00,B06,21.0932,122.5268,5.41,976.8,0.63
2023-06-01 04:00:00,B07,20.1327,120.9942,3.65,1033.3,0.29
2023-06-01 04:00:00,B08,23.2494,122.7247,5.21,1032.8,0.56
2023-06-01 04:00:00,B09,21.1022,122.9463,6.27,1025.2,0.87
2023-06-01 04:00:00,B10,24.0472,120.0325,4.05,963.1,0.39
2023-06-01 05:00:00,B01,23.1971,120.1251,5.26,984.1,0.6
2023-06-01 05:00:00,B02,21.3751,121.1161,5.05,994.5,0.6
2023-06-01 05:00:00,B03,23.6824,123.3835,6.4,1054.0,0.83
2023-06-01 05:00:00,B04,24.4609,120.4347,5.09,987.8,0.55
2023-06-01 05:00:00,B05,22.1096,120.149,5.83,1007.5,0.75
2023-06-01 05:00:00,B06,21.0932,122.5268,5.98,1053.4,0.75
2023-06-01 05:00:00,B07,20.1327,120.9942,3.87,1032.3,0.32
2023-06-01 05:00:00,B08,23.2494,122.7247,4.84,968.4,0.53
2023-06-01 05:00:00,B09,21.1022,122.9463,6.5,1032.1,0.94
2023-06-01 05:00:00,B10,24.0472,120.0325,4.18,980.9,0.4
2023-06-01 06:00:00,B01,23.1971,120.1251,5.28,980.1,0.63
2023-06-01 06:00:00,B02,21.3751,121.1161,5.15,1042.0,0.54
2023-06-01 06:00:00,B03,23.6824,123.3835,6.42,1002.3,0.88
2023-06-01 06:00:00,B04,24.4609,120.4347,5.72,1039.2,0.7
2023-06-01 06:00:00,B05,22.1096,120.149,5.95,1053.1,0.76
2023-06-01 06:00:00,B06,21.0932,122.5268,5.81,1057.8,0.67
2023-06-01 06:00:00,B07,20.1327,120.9942,3.56,979.2,0.29
2023-06-01 06:00:00,B08,23.2494,122.7247,5.09,975.7,0.59
2023-06-01 06:00:00,B09,21.1022,122.9463,6.28,1031.8,0.8
2023-06-01 06:00:00,B10,24.0472,120.0325,4.76,1028.3,0.45
2023-06-01 07:00:00,B01,23.1971,120.1251,5.74,1027.6,0.71
2023-06-01 07:00:00,B02,21.3751,121.1161,5.19,1028.4,0.6
2023-06-01 07:00:00,B03,23.6824,123.3835,6.64,1029.0,0.94
2023-06-01 07:00:00,B04,24.4609,120.4347,4.99,977.1,0.56
2023-06-01 07:00:00,B05,22.1096,120.149,5.55,969.6,0.72
2023-06-01 07:00:00,B06,21.0932,122.5268,5.76,1045.1,0.71
2023-06-01 07:00:00,B07,20.1327,120.9942,3.86,1052.9,0.31
2023-06-01 07:00:00,B08,23.2494,122.7247,5.02,976.7,0.57
2023-06-01 07:00:00,B09,21.1022,122.9463,6.8,1038.8,0.93
2023-06-01 07:00:00,B10,24.0472,120.0325,4.48,1026.3,0.43
2023-06-01 08:00:00,B01,23.1971,120.1251,5.29,986.0,0.65
2023-06-01 08:00:00,B02,21.3751,121.1161,5.17,1060.6,0.56
2023-06-01 08:00:00,B03,23.6824,123.3835,5.97,975.3,0.79
2023-06-01 08:00:00,B04,24.4609,120.4347,4.98,980.8,0.55
2023-06-01 08:00:00,B05,22.1096,120.149,5.77,1029.9,0.69
2023-06-01 08:00:00,B06,21.0932,122.5268,5.62,1042.8,0.66
2023-06-01 08:00:00,B07,20.1327,120.9942,3.57,996.4,0.26
2023-06-01 08:00:00,B08,23.2494,122.7247,5.32,1044.5,0.56
2023-06-01 08:00:00,B09,21.1022,122.9463,6.24,1035.0,0.83
2023-06-01 08:00:00,B10,24.0472,120.0325,4.49,987.0,0.43
2023-06-01 09:00:00,B01,23.1971,120.1251,5.19,1058.6,0.54
2023-06-01 09:00:00,B02,21.3751,121.1161,4.41,980.7,0.43
2023-06-01 09:00:00,B03,23.6824,123.3835,5.7,1015.6,0.69
2023-06-01 09:00:00,B04,24.4609,120.4347,4.98,1021.6,0.52
2023-06-01 09:00:00,B05,22.1096,120.149,5.8,1034.2,0.7
2023-06-01 09:00:00,B06,21.0932,122.5268,5.34,1043.7,0.61
2023-06-01 09:00:00,B07,20.1327,120.9942,3.58,991.8,0.29
2023-06-01 09:00:00,B08,23.2494,122.7247,4.91,1047.3,0.49
2023-06-01 09:00:00,B09,21.1022,122.9463,6.43,1058.3,0.87
2023-06-01 09:00:00,B10,24.0472,120.0325,3.94,971.4,0.34
2023-06-01 10:00:00,B01,23.1971,120.1251,5.33,1055.7,0.59
2023-06-01 10:00:00,B02,21.3751,121.1161,4.25,976.3,0.4
2023-06-01 10:00:00,B03,23.6824,123.3835,5.89,1032.7,0.76
2023-06-01 10:00:00,B04,24.4609,120.4347,4.87,1047.4,0.49
2023-06-01 10:00:00,B05,22.1096,120.149,5.57,1042.8,0.65
2023-06-01 10:00:00,B06,21.0932,122.5268,5.27,1008.6,0.61
2023-06-01 10:00:00,B07,20.1327,120.9942,3.43,1040.0,0.26
2023-06-01 10:00:00,B08,23.2494,122.7247,4.66,1026.7,0.45
2023-06-01 10:00:00,B09,21.1022,122.9463,5.42,988.1,0.62
2023-06-01 10:00:00,B10,24.0472,120.0325,4.02,991.8,0.36
2023-06-01 11:00:00,B01,23.1971,120.1251,4.5,989.9,0.44
2023-06-01 11:00:00,B02,21.3751,121.1161,4.02,979.0,0.36
2023-06-01 11:00:00,B03,23.6824,123.3835,5.52,1057.8,0.63
2023-06-01 11:00:00,B04,24.4609,120.4347,4.16,984.6,0.38
2023-06-01 11:00:00,B05,22.1096,120.149,4.57,980.0,0.46
2023-06-01 11:00:00,B06,21.0932,122.5268,4.84,1052.2,0.49
2023-06-01 11:00:00,B07,20.1327,120.9942,3.02,989.7,0.2
2023-06-01 11:00:00,B08,23.2494,122.7247,4.07,964.0,0.39
2023-06-01 11:00:00,B09,21.1022,122.9463,5.34,1012.5,0.61
2023-06-01 11:00:00,B10,24.0472,120.0325,3.99,1046.5,0.34
2023-06-01 12:00:00,B01,23.1971,120.1251,4.54,1064.5,0.41
2023-06-01 12:00:00,B02,21.3751,121.1161,3.75,1025.9,0.29
2023-06-01 12:00:00,B03,23.6824,123.3835,4.93,1006.8,0.51
2023-06-01 12:00:00,B04,24.4609,120.4347,4.11,984.3,0.39
2023-06-01 12:00:00,B05,22.1096,120.149,4.19,963.4,0.4
2023-06-01 12:00:00,B06,21.0932,122.5268,4.18,989.3,0.4
2023-06-01 12:00:00,B07,20.1327,120.9942,2.84,998.2,0.2
2023-06-01 12:00:00,B08,23.2494,122.7247,4.17,1058.0,0.37
2023-06-01 12:00:00,B09,21.1022,122.9463,4.85,1009.0,0.51
2023-06-01 12:00:00,B10,24.0472,120.0325,3.38,992.7,0.26
2023-06-01 13:00:00,B01,23.1971,120.1251,4.01,1027.2,0.32
2023-06-01 13:00:00,B02,21.3751,121.1161,3.69,1043.1,0.29
2023-06-01 13:00:00,B03,23.6824,123.3835,4.66,999.7,0.48
2023-06-01 13:00:00,B04,24.4609,120.4347,3.75,972.7,0.33
2023-06-01 13:00:00,B05,22.1096,120.149,4.34,1037.2,0.39
2023-06-01 13:00:00,B06,21.0932,122.5268,4.45,1056.1,0.41
2023-06-01 13:00:00,B07,20.1327,120.9942,2.81,1033.4,0.2
2023-06-01 13:00:00,B08,23.2494,122.7247,3.69,1009.3,0.3
2023-06-01 13:00:00,B09,21.1022,122.9463,4.4,1002.6,0.42
2023-06-01 13:00:00,B10,24.0472,120.0325,3.33,998.0,0.23
2023-06-01 14:00:00,B01,23.1971,120.1251,3.94,1064.7,0.3
2023-06-01 14:00:00,B02,21.3751,121.1161,3.2,1015.0,0.21
2023-06-01 14:00:00,B03,23.6824,123.3835,4.23,1005.8,0.37
2023-06-01 14:00:00,B04,24.4609,120.4347,3.49,975.3,0.27
2023-06-01 14:00:00,B05,22.1096,120.149,3.8,976.5,0.33
2023-06-01 14:00:00,B06,21.0932,122.5268,3.7,974.0,0.3
2023-06-01 14:00:00,B07,20.1327,120.9942,2.36,979.8,0.19
2023-06-01 14:00:00,B08,23.2494,122.7247,3.5,1030.3,0.25
2023-06-01 14:00:00,B09,21.1022,122.9463,4.15,970.5,0.4
2023-06-01 14:00:00,B10,24.0472,120.0325,3.03,1027.4,0.2
2023-06-01 15:00:00,B01,23.1971,120.1251,3.47,1036.9,0.26
2023-06-01 15:00:00,B02,21.3751,121.1161,2.91,985.5,0.19
2023-06-01 15:00:00,B03,23.6824,123.3835,3.86,1021.5,0.3
2023-06-01 15:00:00,B04,24.4609,120.4347,3.28,1001.5,0.23
2023-06-01 15:00:00,B05,22.1096,120.149,3.61,1045.8,0.26
2023-06-01 15:00:00,B06,21.0932,122.5268,3.46,968.5,0.28
2023-06-01 15:00:00,B07,20.1327,120.9942,2.4,1024.0,0.2
2023-06-01 15:00:00,B08,23.2494,122.7247,3.13,976.4,0.22
2023-06-01 15:00:00,B09,21.1022,122.9463,3.88,994.9,0.34
2023-06-01 15:00:00,B10,24.0472,120.0325,2.9,1017.1,0.2
2023-06-01 16:00:00,B01,23.1971,120.1251,3.11,975.2,0.21
2023-06-01 16:00:00,B02,21.3751,121.1161,2.8,1017.8,0.2
2023-06-01 16:00:00,B03,23.6824,123.3835,3.31,971.2,0.26
2023-06-01 16:00:00,B04,24.4609,120.4347,3.08,1027.8,0.2
2023-06-01 16:00:00,B05,22.1096,120.149,3.27,1002.7,0.22
2023-06-01 16:00:00,B06,21.0932,122.5268,3.15,979.2,0.23
2023-06-01 16:00:00,B07,20.1327,120.9942,2.08,984.8,0.19
2023-06-01 16:00:00,B08,23.2494,122.7247,2.98,998.9,0.2
2023-06-01 16:00:00,B09,21.1022,122.9463,3.97,1059.7,0.35
2023-06-01 16:00:00,B10,24.0472,120.0325,2.73,1057.1,0.21
2023-06-01 17:00:00,B01,23.1971,120.1251,2.96,990.7,0.21
2023-06-01 17:00:00,B02,21.3751,121.1161,2.9,1031.8,0.2
2023-06-01 17:00:00,B03,23.6824,123.3835,3.26,973.5,0.23
2023-06-01 17:00:00,B04,24.4609,120.4347,3.1,1029.6,0.2
2023-06-01 17:00:00,B05,22.1096,120.149,3.23,1033.0,0.22
2023-06-01 17:00:00,B06,21.0932,122.5268,3.09,970.1,0.22
2023-06-01 17:00:00,B07,20.1327,120.9942,2.13,1043.1,0.21
2023-06-01 17:00:00,B08,23.2494,122.7247,2.81,1032.2,0.2
2023-06-01 17:00:00,B09,21.1022,122.9463,3.44,969.2,0.27
2023-06-01 17:00:00,B10,24.0472,120.0325,2.55,1013.5,0.2
2023-06-01 18:00:00,B01,23.1971,120.1251,2.95,994.3,0.2
2023-06-01 18:00:00,B02,21.3751,121.1161,2.79,1061.3,0.21
2023-06-01 18:00:00,B03,23.6824,123.3835,3.36,997.6,0.25
2023-06-01 18:00:00,B04,24.4609,120.4347,2.71,982.9,0.19
2023-06-01 18:00:00,B05,22.1096,120.149,3.41,1058.0,0.25
2023-06-01 18:00:00,B06,21.0932,122.5268,3.08,1033.5,0.21
2023-06-01 18:00:00,B07,20.1327,120.9942,2.09,1010.3,0.2
2023-06-01 18:00:00,B08,23.2494,122.7247,2.68,978.5,0.19
2023-06-01 18:00:00,B09,21.1022,122.9463,3.35,991.6,0.24
2023-06-01 18:00:00,B10,24.0472,120.0325,2.41,1011.5,0.2
2023-06-01 19:00:00,B01,23.1971,120.1251,3.1,1018.7,0.2
2023-06-01 19:00:00,B02,21.3751,121.1161,2.74,1003.1,0.2
2023-06-01 19:00:00,B03,23.6824,123.3835,3.24,969.2,0.23
2023-06-01 19:00:00,B04,24.4609,120.4347,2.8,1008.1,0.2
2023-06-01 19:00:00,B05,22.1096,120.149,3.24,1020.9,0.23
2023-06-01 19:00:00,B06,21.0932,122.5268,3.14,1015.1,0.21
2023-06-01 19:00:00,B07,20.1327,120.9942,2.22,1046.6,0.21
2023-06-01 19:00:00,B08,23.2494,122.7247,2.8,992.7,0.2
2023-06-01 19:00:00,B09,21.1022,122.9463,3.69,1024.3,0.3
2023-06-01 19:00:00,B10,24.0472,120.0325,2.61,1044.2,0.21
2023-06-01 20:00:00,B01,23.1971,120.1251,3.11,965.9,0.21
2023-06-01 20:00:00,B02,21.3751,121.1161,2.81,1002.0,0.2
2023-06-01 20:00:00,B03,23.6824,123.3835,3.61,1026.4,0.29
2023-06-01 20:00:00,B04,24.4609,120.4347,3.0,998.2,0.2
2023-06-01 20:00:00,B05,22.1096,120.149,3.49,1045.3,0.25
2023-06-01 20:00:00,B06,21.0932,122.5268,3.37,1009.3,0.25
2023-06-01 20:00:00,B07,20.1327,120.9942,2.04,982.0,0.19
2023-06-01 20:00:00,B08,23.2494,122.7247,2.78,1006.0,0.2
2023-06-01 20:00:00,B09,21.1022,122.9463,3.77,1009.7,0.31
2023-06-01 20:00:00,B10,24.0472,120.0325,2.78,1053.3,0.21
2023-06-01 21:00:00,B01,23.1971,120.1251,3.37,969.6,0.26
2023-06-01 21:00:00,B02,21.3751,121.1161,3.01,983.3,0.2
2023-06-01 21:00:00,B03,23.6824,123.3835,3.78,969.6,0.32
2023-06-01 21:00:00,B04,24.4609,120.4347,3.42,1041.2,0.26
2023-06-01 21:00:00,B05,22.1096,120.149,3.62,1041.3,0.28
2023-06-01 21:00:00,B06,21.0932,122.5268,3.46,972.1,0.26
2023-06-01 21:00:00,B07,20.1327,120.9942,2.37,1018.5,0.2
2023-06-01 21:00:00,B08,23.2494,122.7247,3.18,1045.0,0.21
2023-06-01 21:00:00,B09,21.1022,122.9463,3.54,963.9,0.29
2023-06-01 21:00:00,B10,24.0472,120.0325,2.72,1009.8,0.2
2023-06-01 22:00:00,B01,23.1971,120.1251,3.62,970.7,0.28
2023-06-01 22:00:00,B02,21.3751,121.1161,3.27,1018.3,0.23
2023-06-01 22:00:00,B03,23.6824,123.3835,3.83,976.3,0.33
2023-06-01 22:00:00,B04,24.4609,120.4347,3.84,1060.3,0.3
2023-06-01 22:00:00,B05,22.1096,120.149,3.92,1007.4,0.33
2023-06-01 22:00:00,B06,21.0932,122.5268,3.71,1034.1,0.3
2023-06-01 22:00:00,B07,20.1327,120.9942,2.29,985.8,0.19
2023-06-01 22:00:00,B08,23.2494,122.7247,3.27,965.6,0.24
2023-06-01 22:00:00,B09,21.1022,122.9463,3.83,967.8,0.34
2023-06-01 22:00:00,B10,24.0472,120.0325,2.94,1020.4,0.2
2023-06-01 23:00:00,B01,23.1971,120.1251,4.08,1019.3,0.34
2023-06-01 23:00:00,B02,21.3751,121.1161,3.49,1051.4,0.26
2023-06-01 23:00:00,B03,23.6824,123.3835,4.49,969.7,0.45
2023-06-01 23:00:00,B04,24.4609,120.4347,3.95,1053.4,0.33
2023-06-01 23:00:00,B05,22.1096,120.149,3.8,965.8,0.33
2023-06-01 23:00:00,B06,21.0932,122.5268,4.12,968.1,0.4
2023-06-01 23:00:00,B07,20.1327,120.9942,2.82,1047.7,0.21
2023-06-01 23:00:00,B08,23.2494,122.7247,3.73,996.6,0.32
2023-06-01 23:00:00,B09,21.1022,122.9463,4.31,965.7,0.4
2023-06-01 23:00:00,B10,24.0472,120.0325,2.93,961.7,0.2
2023-06-02 00:00:00,B01,23.1971,120.1251,4.23,1018.1,0.38
2023-06-02 00:00:00,B02,21.3751,121.1161,4.0,1062.5,0.33
2023-06-02 00:00:00,B03,23.6824,123.3835,4.79,972.6,0.5
2023-06-02 00:00:00,B04,24.4609,120.4347,4.47,1039.5,0.42
2023-06-02 00:00:00,B05,22.1096,120.149,4.56,1000.0,0.47
2023-06-02 00:00:00,B06,21.0932,122.5268,4.83,1050.4,0.47
2023-06-02 00:00:00,B07,20.1327,120.9942,2.94,1022.4,0.2
2023-06-02 00:00:00,B08,23.2494,122.7247,3.9,1002.4,0.32
2023-06-02 00:00:00,B09,21.1022,122.9463,4.97,991.3,0.55
2023-06-02 00:00:00,B10,24.0472,120.0325,3.55,1015.9,0.28
2023-06-02 01:00:00,B01,23.1971,120.1251,4.82,1029.0,0.49
2023-06-02 01:00:00,B02,21.3751,121.1161,4.11,978.8,0.4
2023-06-02 01:00:00,B03,23.6824,123.3835,5.15,963.8,0.61
2023-06-02 01:00:00,B04,24.4609,120.4347,4.26,994.6,0.42
2023-06-02 01:00:00,B05,22.1096,120.149,4.76,978.1,0.51
2023-06-02 01:00:00,B06,21.0932,122.5268,4.88,1023.4,0.53
2023-06-02 01:00:00,B07,20.1327,120.9942,3.07,991.1,0.2
2023-06-02 01:00:00,B08,23.2494,122.7247,4.37,1019.4,0.42
2023-06-02 01:00:00,B09,21.1022,122.9463,5.53,1028.1,0.66
2023-06-02 01:00:00,B10,24.0472,120.0325,3.76,1041.7,0.3
2023-06-02 02:00:00,B01,23.1971,120.1251,4.85,997.3,0.49
2023-06-02 02:00:00,B02,21.3751,121.1161,4.53,1043.7,0.4
2023-06-02 02:00:00,B03,23.6824,123.3835,5.5,997.0,0.69
2023-06-02 02:00:00,B04,24.4609,120.4347,4.67,963.1,0.49
2023-06-02 02:00:00,B05,22.1096,120.149,5.56,1046.4,0.61
2023-06-02 02:00:00,B06,21.0932,122.5268,5.01,998.7,0.55
2023-06-02 02:00:00,B07,20.1327,120.9942,3.21,996.1,0.22
2023-06-02 02:00:00,B08,23.2494,122.7247,4.53,997.9,0.45
2023-06-02 02:00:00,B09,21.1022,122.9463,5.56,1012.0,0.69
2023-06-02 02:00:00,B10,24.0472,120.0325,4.06,1017.3,0.37
2023-06-02 03:00:00,B01,23.1971,120.1251,5.34,1026.9,0.58
2023-06-02 03:00:00,B02,21.3751,121.1161,4.63,1002.4,0.45
2023-06-02 03:00:00,B03,23.6824,123.3835,6.01,981.8,0.79
2023-06-02 03:00:00,B04,24.4609,120.4347,4.76,986.9,0.48
2023-06-02 03:00:00,B05,22.1096,120.149,5.49,1012.7,0.64
2023-06-02 03:00:00,B06,21.0932,122.5268,5.27,972.8,0.63
2023-06-02 03:00:00,B07,20.1327,120.9942,3.45,1033.9,0.26
2023-06-02 03:00:00,B08,23.2494,122.7247,4.71,970.0,0.51
2023-06-02 03:00:00,B09,21.1022,122.9463,5.92,1032.1,0.73
2023-06-02 03:00:00,B10,24.0472,120.0325,4.46,1019.1,0.43
2023-06-02 04:00:00,B01,23.1971,120.1251,5.15,987.0,0.59
2023-06-02 04:00:00,B02,21.3751,121.1161,4.92,1017.1,0.5
2023-06-02 04:00:00,B03,23.6824,123.3835,5.77,982.0,0.72
2023-06-02 04:00:00,B04,24.4609,120.4347,5.28,1048.6,0.57
2023-06-02 04:00:00,B05,22.1096,120.149,5.2,964.1,0.62
2023-06-02 04:00:00,B06,21.0932,122.5268,5.34,987.8,0.66
2023-06-02 04:00:00,B07,20.1327,120.9942,3.61,1014.2,0.29
2023-06-02 04:00:00,B08,23.2494,122.7247,5.18,1056.5,0.54
2023-06-02 04:00:00,B09,21.1022,122.9463,6.25,993.7,0.83
2023-06-02 04:00:00,B10,24.0472,120.0325,4.13,976.2,0.38
2023-06-02 05:00:00,B01,23.1971,120.1251,5.69,1020.6,0.68
2023-06-02 05:00:00,B02,21.3751,121.1161,5.13,1033.9,0.57
2023-06-02 05:00:00,B03,23.6824,123.3835,6.52,1035.6,0.87
2023-06-02 05:00:00,B04,24.4609,120.4347,5.42,1032.4,0.61
2023-06-02 05:00:00,B05,22.1096,120.149,5.92,1030.1,0.72
2023-06-02 05:00:00,B06,21.0932,122.5268,5.62,977.5,0.68
2023-06-02 05:00:00,B07,20.1327,120.9942,3.75,997.7,0.29
2023-06-02 05:00:00,B08,23.2494,122.7247,5.43,1036.0,0.58
2023-06-02 05:00:00,B09,21.1022,122.9463,6.93,1058.3,1.03
2023-06-02 05:00:00,B10,24.0472,120.0325,4.44,1004.2,0.42
2023-06-02 06:00:00,B01,23.1971,120.1251,5.36,972.6,0.65
2023-06-02 06:00:00,B02,21.3751,121.1161,4.7,993.5,0.47
2023-06-02 06:00:00,B03,23.6824,123.3835,6.23,993.8,0.86
2023-06-02 06:00:00,B04,24.4609,120.4347,5.64,1034.2,0.69
2023-06-02 06:00:00,B05,22.1096,120.149,5.7,1023.6,0.68
2023-06-02 06:00:00,B06,21.0932,122.5268,5.48,988.8,0.68
2023-06-02 06:00:00,B07,20.1327,120.9942,3.89,1007.3,0.32
2023-06-02 06:00:00,B08,23.2494,122.7247,5.07,1022.2,0.57
2023-06-02 06:00:00,B09,21.1022,122.9463,6.4,978.3,0.95
2023-06-02 06:00:00,B10,24.0472,120.0325,4.55,1046.6,0.44
2023-06-02 07:00:00,B01,23.1971,120.1251,5.62,1031.0,0.67
2023-06-02 07:00:00,B02,21.3751,121.1161,4.84,1030.0,0.49
2023-06-02 07:00:00,B03,23.6824,123.3835,6.54,1051.9,0.9
2023-06-02 07:00:00,B04,24.4609,120.4347,5.31,976.2,0.62
2023-06-02 07:00:00,B05,22.1096,120.149,5.85,1059.9,0.71
2023-06-02 07:00:00,B06,21.0932,122.5268,6.14,1037.2,0.84
2023-06-02 07:00:00,B07,20.1327,120.9942,3.76,1045.7,0.29
2023-06-02 07:00:00,B08,23.2494,122.7247,5.28,1024.7,0.62
2023-06-02 07:00:00,B09,21.1022,122.9463,6.59,1017.1,0.95
2023-06-02 07:00:00,B10,24.0472,120.0325,4.45,963.2,0.45
2023-06-02 08:00:00,B01,23.1971,120.1251,5.88,1050.0,0.71
2023-06-02 08:00:00,B02,21.3751,121.1161,4.98,1043.8,0.5
2023-06-02 08:00:00,B03,23.6824,123.3835,6.27,999.6,0.83
2023-06-02 08:00:00,B04,24.4609,120.4347,5.35,1005.8,0.65
2023-06-02 08:00:00,B05,22.1096,120.149,5.68,1026.8,0.64
2023-06-02 08:00:00,B06,21.0932,122.5268,5.27,992.4,0.61
2023-06-02 08:00:00,B07,20.1327,120.9942,3.55,1024.6,0.26
2023-06-02 08:00:00,B08,23.2494,122.7247,5.0,1036.5,0.52
2023-06-02 08:00:00,B09,21.1022,122.9463,6.02,976.5,0.82
2023-06-02 08:00:00,B10,24.0472,120.0325,4.63,1050.4,0.43
2023-06-02 09:00:00,B01,23.1971,120.1251,4.99,991.2,0.54
2023-06-02 09:00:00,B02,21.3751,121.1161,4.88,1055.7,0.48
2023-06-02 09:00:00,B03,23.6824,123.3835,5.68,1013.9,0.69
2023-06-02 09:00:00,B04,24.4609,120.4347,5.05,1022.4,0.55
2023-06-02 09:00:00,B05,22.1096,120.149,5.34,1036.3,0.57
2023-06-02 09:00:00,B06,21.0932,122.5268,5.42,1015.1,0.6
2023-06-02 09:00:00,B07,20.1327,120.9942,3.45,965.4,0.27
2023-06-02 09:00:00,B08,23.2494,122.7247,5.11,1036.4,0.57
2023-06-02 09:00:00,B09,21.1022,122.9463,5.72,987.8,0.7
2023-06-02 09:00:00,B10,24.0472,120.0325,4.21,1038.6,0.36
2023-06-02 10:00:00,B01,23.1971,120.1251,4.86,1018.9,0.51
2023-06-02 10:00:00,B02,21.3751,121.1161,4.57,1019.2,0.45
2023-06-02 10:00:00,B03,23.6824,123.3835,5.65,982.8,0.69
2023-06-02 10:00:00,B04,24.4609,120.4347,4.6,997.5,0.47
2023-06-02 10:00:00,B05,22.1096,120.149,5.57,1056.0,0.6
2023-06-02 10:00:00,B06,21.0932,122.5268,4.92,964.8,0.53
2023-06-02 10:00:00,B07,20.1327,120.9942,3.34,1039.3,0.22
2023-06-02 10:00:00,B08,23.2494,122.7247,4.65,1022.4,0.46
2023-06-02 10:00:00,B09,21.1022,122.9463,5.64,1014.5,0.69
2023-06-02 10:00:00,B10,24.0472,120.0325,4.0,1029.2,0.34
2023-06-02 11:00:00,B01,23.1971,120.1251,4.63,1057.2,0.47
2023-06-02 11:00:00,B02,21.3751,121.1161,4.18,1017.7,0.36
2023-06-02 11:00:00,B03,23.6824,123.3835,5.6,1033.1,0.66
2023-06-02 11:00:00,B04,24.4609,120.4347,4.7,1028.6,0.49
2023-06-02 11:00:00,B05,22.1096,120.149,4.8,1039.6,0.48
2023-06-02 11:00:00,B06,21.0932,122.5268,4.69,1014.3,0.47
2023-06-02 11:00:00,B07,20.1327,120.9942,3.23,1025.7,0.22
2023-06-02 11:00:00,B08,23.2494,122.7247,4.6,1059.8,0.45
2023-06-02 11:00:00,B09,21.1022,122.9463,5.46,1011.9,0.63
2023-06-02 11:00:00,B10,24.0472,120.0325,3.86,1011.9,0.31
2023-06-02 12:00:00,B01,23.1971,120.1251,4.41,1004.0,0.42
